policy_id,year,exposure,payroll
POL001286,2020,0.625,4525675.31
POL001287,2023,0.768,812428.91
POL001287,2024,0.67,706551.83
POL001288,2023,0.758,2732248
POL001289,2022,1,5113204.05
POL001289,2023,0.769,5300024.35
POL001289,2024,0.603,5534043.72
POL001290,2018,0.973,7440876.43
POL001290,2019,0.99,7610156.83
POL001290,2020,0.805,7520571.41
POL001290,2021,0.827,8096102.57
POL001291,2018,0.979,678444.63
POL001291,2019,0.634,725686.58
POL001292,2021,0.676,1670974.93
POL001292,2022,0.777,1698343.27
POL001293,2018,0.964,539210.34
POL001294,2024,0.924,1259655.08
POL001295,2022,0.806,910286.66
POL001295,2023,0.953,955737.71
POL001296,2018,0.68,968749.18
POL001296,2019,0.991,959951.04
POL001297,2019,0.985,4481835.09
POL001297,2020,0.64,4663226.31
POL001297,2021,0.657,4463731.97
POL001298,2024,0.649,7407241.9
POL001299,2019,0.82,2389978.61
POL001299,2020,0.958,2339844.78
POL001299,2021,0.732,2493681.19
POL001300,2021,0.646,6135929.18
POL001301,2020,0.747,1895275.07
POL001301,2021,0.86,1897674.64
POL001301,2022,0.979,2068391.26
POL001301,2023,0.775,1861776.22
POL001302,2021,0.729,3394480.27
POL001303,2019,0.785,1880188.6
POL001303,2020,0.994,1992516.47
POL001304,2022,0.699,1780583.2
POL001304,2023,0.691,1898365.86
POL001304,2024,0.758,1931935.37
POL001305,2018,0.99,10789301.76
POL001305,2019,0.666,11042204.42
POL001306,2021,0.732,277904.99
POL001307,2021,0.907,1856030.59
POL001307,2022,0.873,1943398.4
POL001307,2023,0.805,1710060.06
POL001308,2019,0.988,2226121.94
POL001309,2023,0.776,1711591.67
POL001309,2024,0.718,1696158.95
POL001310,2021,0.978,888406.6
POL001310,2022,0.939,844529.18
POL001311,2018,0.924,1590789.89
POL001311,2019,0.927,1616843.07
POL001312,2024,0.635,446955.42
POL001313,2022,0.631,4956983.68
POL001314,2020,0.656,832702.72
POL001315,2019,0.662,1304608.41
POL001315,2020,0.694,1403529.3
POL001316,2021,0.892,1036139.24
POL001316,2022,0.784,1060358.03
POL001317,2019,0.848,3362192.64
POL001317,2020,0.788,3153848.73
POL001317,2021,0.918,3199180.26
POL001317,2022,0.905,3017306.38
POL001318,2024,0.691,787853.2
POL001319,2021,0.936,1586754.07
POL001320,2021,0.742,1933857.39
POL001320,2022,0.831,1780682.73
POL001321,2024,0.697,822413.45
POL001322,2020,0.767,3662815.25
POL001322,2021,0.943,3719606.91
POL001322,2022,0.755,3882446.79
POL001323,2022,0.834,2846409.71
POL001323,2023,0.879,3117225.26
POL001324,2023,0.695,1763473.07
POL001324,2024,0.718,1825326.49
POL001325,2018,0.711,1865317.97
POL001326,2022,0.902,1139349.78
POL001326,2023,0.967,1295244.83
POL001327,2023,0.691,2139218.32
POL001328,2024,0.628,1503603.88
POL001329,2022,0.841,363876.37
POL001329,2023,0.602,361835.83
POL001329,2024,0.71,392714.2
POL001330,2023,0.925,2585944.99
POL001330,2024,0.624,2550940.2
POL001331,2024,0.618,1025864.96
POL001332,2021,0.853,177211.26
POL001332,2022,0.905,192120.69
POL001332,2023,0.923,170389.88
POL001333,2019,0.828,1365245.32
POL001333,2020,0.887,1358101.39
POL001333,2021,0.805,1279755.14
POL001334,2020,0.716,284875.31
POL001334,2021,0.93,280639.6
POL001335,2021,0.73,1287708.85
POL001335,2022,0.87,1193546.69
POL001335,2023,0.691,1302833.65
POL001335,2024,0.722,1220142.37
POL001336,2018,0.64,16794039.27
POL001336,2019,0.869,15785085.04
POL001336,2020,0.68,16258933.86
POL001337,2020,0.663,4937256.77
POL001338,2021,0.877,1192165.87
POL001338,2022,0.996,1222530.42
POL001338,2023,0.969,1214979.65
POL001339,2022,0.716,1763261.51
POL001339,2023,0.638,1887906.26
POL001340,2019,0.937,1475680.19
POL001340,2020,0.689,1481394.01
POL001340,2021,0.678,1455164.91
POL001341,2024,0.896,13481563.6
POL001342,2019,0.601,3132340.94
POL001342,2020,0.712,3149053.1
POL001343,2024,0.932,5408461.1
POL001344,2018,0.965,906710.07
POL001345,2022,0.849,626629.39
POL001345,2023,0.868,569186.45
POL001346,2019,0.816,6528336.44
POL001346,2020,0.606,6930905.96
POL001346,2021,0.867,7065751.56
POL001347,2021,0.927,3856547.48
POL001347,2022,0.957,3691643.85
POL001347,2023,0.831,3869341.54
POL001348,2018,0.739,1600842.2
POL001348,2019,0.694,1529665.67
POL001349,2023,0.771,1601075.64
POL001349,2024,0.686,1590072.6
POL001350,2024,0.911,2352744.37
POL001351,2018,0.725,1723804.54
POL001351,2019,0.888,1612005.66
POL001351,2020,0.848,1629445.18
POL001351,2021,0.792,1600016.67
POL001352,2020,0.619,814928.11
POL001352,2021,0.804,838525.04
POL001353,2020,0.729,5383720.68
POL001353,2021,0.655,4989325.37
POL001353,2022,0.874,5161701.39
POL001353,2023,0.734,5269970.78
POL001354,2020,0.703,9430158.34
POL001354,2021,0.828,8842978.53
POL001355,2018,0.916,1514691.05
POL001356,2024,0.758,1121090.26
POL001357,2022,0.666,2606437.89
POL001358,2020,0.96,2300967.1
POL001359,2018,0.941,1709558.15
POL001360,2021,0.88,47905208.44
POL001360,2022,0.859,49245477.66
POL001360,2023,0.783,48236163.88
POL001361,2019,0.61,2925339.63
POL001361,2020,0.98,3142753.53
POL001361,2021,0.827,2795265.82
POL001361,2022,0.615,3154662.78
POL001362,2023,0.736,6972287.24
POL001363,2018,0.854,1860972.41
POL001363,2019,0.959,1902224.71
POL001363,2020,0.876,2005354.77
POL001363,2021,0.728,1974072.82
POL001364,2024,0.736,4089898.64
POL001365,2024,0.882,2008882.61
POL001366,2018,0.708,1729209.05
POL001366,2019,0.808,1772534.13
POL001366,2020,0.833,1765249.49
POL001367,2018,0.611,10818152.76
POL001367,2019,0.98,11670414.9
POL001368,2019,0.719,2404363.76
POL001368,2020,0.85,2440985
POL001369,2021,0.824,2520984.66
POL001369,2022,0.934,2534611.67
POL001369,2023,0.925,2693040.76
POL001369,2024,0.773,2611994.49
POL001370,2021,0.923,1095363.46
POL001370,2022,0.884,1209144.48
POL001370,2023,0.674,1222253.33
POL001371,2020,0.728,1411343.67
POL001372,2021,0.749,1696309.08
POL001373,2023,0.688,573561.46
POL001373,2024,0.721,564540.1
POL001374,2021,0.853,3317312.97
POL001374,2022,0.785,3623748.63
POL001374,2023,0.893,3340295.26
POL001375,2019,0.986,399893.08
POL001375,2020,0.724,401271.81
POL001376,2022,0.729,2029433.33
POL001376,2023,0.959,2057514
POL001377,2023,0.785,10561893.77
POL001377,2024,0.661,10562357.26
POL001378,2023,0.742,2359507.53
POL001379,2023,0.974,4101224.47
POL001380,2022,0.751,2492318.42
POL001381,2018,0.885,589547.32
POL001381,2019,0.945,584294.81
POL001381,2020,0.78,593858.16
POL001382,2023,0.885,1401918.48
POL001383,2021,0.854,3819675.72
POL001384,2024,0.62,901165.52
POL001385,2024,0.746,1298568.78
POL001386,2020,0.614,878457.3
POL001387,2019,0.77,1942025.81
POL001387,2020,0.79,1922059.74
POL001387,2021,0.845,2051104.54
POL001388,2023,0.889,7182739.64
POL001388,2024,0.843,7561849.69
POL001389,2019,0.601,1333541.51
POL001390,2019,0.654,1295207.03
POL001390,2020,0.605,1139225.62
POL001391,2021,0.96,490579.53
POL001392,2024,0.84,2743374.74
POL001393,2024,0.745,510504.06
POL001394,2023,0.99,781382.2
POL001394,2024,0.858,768625.68
POL001395,2020,0.711,2538292.89
POL001395,2021,0.877,2522602.91
POL001395,2022,0.752,2757525.75
POL001395,2023,0.867,2803830.14
POL001396,2020,0.668,902600.19
POL001396,2021,0.715,874060.98
POL001397,2020,0.986,3407715.19
POL001397,2021,0.911,3245468.56
POL001398,2024,0.903,1639683.62
POL001399,2018,0.855,5557153.7
POL001399,2019,0.809,5235480.95
POL001399,2020,0.64,5126511.89
POL001400,2021,0.992,2551219.52
POL001400,2022,0.643,2425277.81
POL001400,2023,0.671,2516113.04
POL001400,2024,0.847,2503638.8
POL001401,2023,0.773,1449055.45
POL001401,2024,0.805,1485954.47
POL001402,2021,0.603,1291807.25
POL001402,2022,0.914,1156607.15
POL001403,2020,0.684,1558221.31
POL001404,2022,0.928,2620651.48
POL001405,2020,0.608,1438410.66
POL001406,2019,0.628,6288921.22
POL001406,2020,0.746,6390345.19
POL001407,2022,0.64,940535.03
POL001408,2018,0.693,885905.18
POL001408,2019,0.733,920242.46
POL001409,2019,0.794,506088.5
POL001409,2020,0.886,519260.54
POL001410,2019,0.831,25611641.39
POL001410,2020,0.625,25101935.79
POL001411,2024,0.708,2904103.28
POL001412,2024,0.954,4410219.56
POL001413,2023,0.931,975337.87
POL001413,2024,0.822,991389.22
POL001414,2020,0.965,1409093.05
POL001415,2019,0.978,5795517.88
POL001415,2020,0.85,6111310.68
POL001416,2019,0.761,465140.25
POL001416,2020,0.978,469779.67
POL001417,2021,0.692,1968160.39
POL001418,2022,0.815,839152.62
POL001418,2023,0.914,797921.51
POL001419,2020,0.808,2913418.68
POL001419,2021,0.686,2963007.5
POL001419,2022,0.78,2831087.13
POL001420,2019,0.808,5682841.49
POL001420,2020,0.628,5551554.48
POL001421,2022,0.789,1291509.83
POL001421,2023,0.737,1389564.15
POL001421,2024,0.643,1451157.78
POL001422,2021,0.981,654107.93
POL001423,2022,0.682,1876126.02
POL001423,2023,0.674,1780010.42
POL001423,2024,0.604,1672865.69
POL001424,2019,0.665,4799778.52
POL001424,2020,0.926,5026016.48
POL001425,2020,0.928,826208.16
POL001425,2021,0.891,804898.32
POL001426,2024,0.849,5147828.13
POL001427,2019,0.902,882245.72
POL001427,2020,0.952,894695.37
POL001428,2022,0.674,4660720.96
POL001428,2023,0.814,4536635.35
POL001428,2024,0.824,4783266.02
POL001429,2024,0.929,1821634.57
POL001430,2019,0.813,2645373.26
POL001430,2020,0.843,2533545.87
POL001430,2021,0.892,2443242.8
POL001430,2022,0.798,2609264.7
POL001431,2020,0.811,2129858.12
POL001431,2021,0.922,2019505.38
POL001432,2023,0.629,2615234.36
POL001432,2024,0.726,2497531.32
POL001433,2024,0.93,2453206.71
POL001434,2021,0.887,5810216.7
POL001435,2021,0.902,1413515.16
POL001435,2022,0.842,1274350.11
POL001436,2020,0.725,2072301.34
POL001436,2021,0.995,2251920.56
POL001437,2019,0.73,1429124.79
POL001437,2020,0.686,1511330.13
POL001437,2021,0.78,1485908.26
POL001437,2022,0.982,1357928.1
POL001438,2024,0.709,1402685.13
POL001439,2022,0.878,2493948.51
POL001439,2023,0.903,2678182.75
POL001440,2024,0.726,1116221.74
POL001441,2018,0.741,1170683.38
POL001442,2018,0.928,902627.46
POL001442,2019,0.71,825160.67
POL001443,2020,0.682,4480799.29
POL001443,2021,0.804,4408302.12
POL001444,2024,0.604,1761268.5
POL001445,2019,0.614,2538585.25
POL001445,2020,0.894,2429877.58
POL001446,2024,0.937,2069170.3
POL001447,2020,0.955,3403788.41
POL001447,2021,0.989,3565140.16
POL001447,2022,0.89,3576255.53
POL001447,2023,0.989,3604863.78
POL001448,2024,0.603,718562.77
POL001449,2021,0.781,2234796.97
POL001449,2022,0.788,2066023.58
POL001450,2023,0.859,1056901.83
POL001450,2024,0.705,1025657.3
POL001451,2023,0.648,1611506.81
POL001452,2020,0.791,2320088.2
POL001453,2018,0.717,2070642.73
POL001453,2019,0.82,2092035.88
POL001453,2020,0.632,2186920.42
POL001453,2021,0.714,1959161.92
POL001454,2020,0.846,3698023.49
POL001454,2021,0.682,3562007.93
POL001455,2024,0.797,480977.15
POL001456,2019,0.978,1637372.43
POL001456,2020,0.825,1811172.76
POL001457,2023,0.716,394376.13
POL001457,2024,0.857,382252.12
POL001458,2024,0.638,1395327.09
POL001459,2021,0.677,792031.77
POL001459,2022,0.766,733620.4
POL001460,2018,0.733,1725412.45
POL001460,2019,0.957,1696698.72
POL001461,2018,0.841,7346166.15
POL001461,2019,0.973,6617720.5
POL001462,2021,0.907,8314661.36
POL001462,2022,0.609,8639124.65
POL001463,2019,0.907,861969.55
POL001464,2018,0.613,745156.41
POL001464,2019,0.806,774168.33
POL001464,2020,0.651,706927.32
POL001464,2021,0.664,695203.27
POL001465,2024,0.725,4519710.13
POL001466,2021,0.964,2979695.58
POL001467,2024,0.785,646814.63
POL001468,2022,0.963,2540736.36
POL001468,2023,0.635,2543986.32
POL001469,2020,0.623,962413.57
POL001469,2021,0.722,917360
POL001470,2023,0.829,1047056.06
POL001470,2024,0.741,1019918.05
POL001471,2024,0.9,1011257.74
POL001472,2024,0.76,2716444.3
POL001473,2018,0.687,4023112.3
POL001474,2019,0.619,1000273.8
POL001474,2020,0.978,1099617.79
POL001475,2021,0.678,2809642.11
POL001476,2020,0.696,1123762.44
POL001477,2018,0.943,5927418.42
POL001478,2021,0.79,5232216.72
POL001478,2022,0.78,4943125.73
POL001478,2023,0.754,4847025.64
POL001479,2019,0.985,1071729.07
POL001480,2022,0.795,3827842.2
POL001480,2023,0.874,3722286.69
POL001480,2024,0.942,3650762.55
POL001481,2022,0.616,897406.14
POL001481,2023,0.657,910096.63
POL001482,2022,0.809,1114208.72
POL001483,2018,0.924,1298560.59
POL001483,2019,0.898,1308578.22
POL001484,2024,0.851,525137.74
POL001485,2018,0.663,6367831.09
POL001485,2019,0.724,6094109.57
POL001486,2019,0.937,5770832.03
POL001486,2020,0.988,5626743.94
POL001486,2021,0.888,6182305.56
POL001487,2022,0.626,2356103.33
POL001488,2021,0.833,3186759.3
POL001488,2022,0.918,3136314.14
POL001488,2023,0.849,3169034.89
POL001489,2019,0.677,1484952.05
POL001489,2020,0.699,1606203.05
POL001490,2018,0.844,1769413.63
POL001490,2019,0.832,1932357.51
POL001490,2020,0.603,1778617.86
POL001491,2024,0.83,1681164.32
POL001492,2018,0.643,1111150.03
POL001492,2019,0.812,1110293.71
POL001493,2021,0.664,3185909.91
POL001493,2022,0.998,3322934.47
POL001493,2023,0.678,3359533.84
POL001494,2021,0.708,2544292.04
POL001494,2022,0.96,2477642.6
POL001495,2021,0.686,334648
POL001495,2022,0.753,343557.09
POL001496,2024,0.816,5508674.13
POL001497,2018,0.92,3673853.78
POL001498,2024,0.986,2897288.77
POL001499,2021,0.66,7214356.45
POL001499,2022,0.996,8098256.08
POL001500,2024,0.945,3438647.7
POL001501,2021,0.76,1881065.07
POL001501,2022,0.798,2110584.95
POL001502,2024,0.785,2682006.92
POL001503,2024,0.892,4784045.91
POL001504,2023,0.96,5816323.93
POL001505,2020,0.954,2325398.39
POL001506,2023,0.985,12382078.81
POL001507,2018,0.746,3444505.85
POL001507,2019,0.825,3474821.72
POL001508,2019,0.878,7138762.18
POL001508,2020,0.745,7285243.9
POL001509,2023,0.943,2284638.71
POL001509,2024,0.821,2448134.92
POL001510,2023,0.768,4578174.1
POL001510,2024,0.967,4693257.62
POL001511,2024,0.731,1879450.88
POL001512,2018,0.834,303897.91
POL001513,2018,0.922,2355669.74
POL001513,2019,0.666,2332819.84
POL001513,2020,0.734,2518404.39
POL001513,2021,0.611,2276947.7
POL001514,2021,0.996,988021.03
POL001514,2022,0.776,928177.21
POL001514,2023,0.959,961864.77
POL001515,2024,0.951,3896079.67
POL001516,2021,0.652,2076228.57
POL001516,2022,0.695,1842645.55
POL001516,2023,0.81,2047214.62
POL001517,2020,0.681,375368.21
POL001518,2020,0.673,627726.44
POL001518,2021,0.686,658993.98
POL001518,2022,0.933,622073.06
POL001519,2019,0.942,1834314.71
POL001519,2020,0.906,1805006.79
POL001520,2023,0.704,2509870.33
POL001520,2024,0.616,2522400.64
POL001521,2018,0.732,853883.35
POL001521,2019,0.831,864815.47
POL001522,2018,0.652,1715145.12
POL001522,2019,0.728,1754054.92
POL001523,2022,0.791,859470.23
POL001524,2018,0.618,803266.58
POL001524,2019,0.94,756755.52
POL001525,2018,0.713,9347590.73
POL001525,2019,0.74,8862282.82
POL001525,2020,0.847,9246668.71
POL001525,2021,0.941,9125832.18
POL001526,2023,0.947,1555364.62
POL001526,2024,0.725,1403628.52
POL001527,2022,0.686,5195565.01
POL001528,2024,0.707,6356466.31
POL001529,2019,0.948,2478741.14
POL001530,2023,0.852,2030938.78
POL001530,2024,0.731,1976066.75
POL001531,2024,0.687,647816.13
POL001532,2019,0.776,638986.5
POL001532,2020,0.839,684030.56
POL001533,2023,0.844,2183486.42
POL001534,2021,0.756,1967502.85
POL001534,2022,0.762,2011547.04
POL001534,2023,0.716,2107474.27
POL001534,2024,0.796,1961284.17
POL001535,2024,0.796,676687.6
POL001536,2020,0.622,8773794.72
POL001537,2024,0.928,1771621.59
POL001538,2020,0.681,398622.51
POL001539,2020,0.987,9210621.56
POL001540,2024,0.815,1780345.01
POL001541,2023,0.786,2976762.88
POL001541,2024,0.633,3283268.32
POL001542,2024,0.909,964958.09
POL001543,2018,0.612,2075794.8
POL001543,2019,0.813,2123915.82
POL001543,2020,0.975,2164330.42
POL001543,2021,0.968,2075187.52
POL001544,2021,0.952,822394.28
POL001545,2019,0.958,6720788.08
POL001545,2020,0.875,7160058.75
POL001545,2021,0.944,6533945.82
POL001546,2021,0.706,4442438.27
POL001546,2022,0.751,4605201.36
POL001547,2018,0.729,7911971.43
POL001547,2019,0.603,7794800.91
POL001547,2020,0.786,8525062.94
POL001547,2021,0.633,8307947.7
POL001548,2018,0.975,3110823.07
POL001548,2019,0.875,2959678.52
POL001549,2022,0.847,1346220.04
POL001549,2023,0.706,1466972.27
POL001549,2024,0.611,1422309.04
POL001550,2023,0.945,2118955.69
POL001551,2023,0.814,1261758.47
POL001552,2019,0.945,4286113.21
POL001553,2020,0.738,2094210.22
POL001553,2021,0.968,1953361.37
POL001553,2022,0.949,1845560.66
POL001554,2024,0.908,5205604.99
POL001555,2024,0.84,3753151.12
POL001556,2018,0.903,4158324.01
POL001556,2019,0.741,3977568.31
POL001557,2022,0.864,16160461.15
POL001557,2023,0.768,17630397.68
POL001557,2024,0.846,16139468.04
POL001558,2019,0.948,1331786.46
POL001559,2021,0.981,25925003.93
POL001559,2022,0.768,23471773.51
POL001559,2023,0.869,24810496.86
POL001560,2023,0.858,585651.77
POL001561,2018,0.892,5651304.8
POL001561,2019,0.998,5180382.99
POL001561,2020,0.699,5329142.32
POL001561,2021,0.696,5755878.83
POL001562,2019,0.868,1515502
POL001562,2020,0.657,1551450.33
POL001562,2021,0.646,1694053.5
POL001563,2022,0.637,1813712.64
POL001563,2023,0.7,1690084.64
POL001564,2018,0.884,2920877.58
POL001565,2018,0.884,446658.69
POL001565,2019,0.798,424865.4
POL001566,2023,0.852,8527121.36
POL001566,2024,0.622,9262075.32
POL001567,2018,0.922,1837022.82
POL001567,2019,0.936,1719709.4
POL001567,2020,0.613,1889001.53
POL001568,2019,0.911,4322393.19
POL001568,2020,0.75,4354637.29
POL001569,2024,0.886,6040186.38
POL001570,2022,0.854,5541170.09
POL001570,2023,0.871,5427773.72
POL001570,2024,0.932,5874398.95
POL001571,2018,0.643,5611627.84
POL001572,2018,0.995,2273931.84
POL001572,2019,0.995,2188474.65
POL001573,2024,0.921,1296931.22
POL001574,2024,0.709,1870362.73
POL001575,2024,0.671,507047.66
POL001576,2024,0.866,1741143.96
POL001577,2020,0.811,6380574.8
POL001577,2021,0.773,6559166.87
POL001577,2022,0.957,5975479.5
POL001578,2019,0.83,331321.69
POL001579,2023,0.703,643817.07
POL001579,2024,0.724,677317.97
POL001580,2023,0.759,3292784.16
POL001581,2023,0.698,479462.33
POL001582,2019,0.916,669349.54
POL001583,2018,0.922,8289485.75
POL001583,2019,0.889,7501709.98
POL001583,2020,0.906,8369295.01
POL001584,2020,0.908,1016031.15
POL001584,2021,0.602,1065676.73
POL001585,2021,0.777,3649076.57
POL001585,2022,0.87,4144902.62
POL001586,2022,0.634,2692991.6
POL001586,2023,0.764,2965220.49
POL001587,2024,0.778,8136035.61
POL001588,2022,0.754,9228476.27
POL001588,2023,0.968,8961190.25
POL001588,2024,0.794,8695796.05
POL001589,2023,0.748,10011409.98
POL001589,2024,0.831,9719722.79
POL001590,2019,0.624,1592782.76
POL001591,2021,0.641,6904469.31
POL001591,2022,0.891,7045738.4
POL001592,2023,0.647,576153.83
POL001592,2024,0.924,601042.82
POL001593,2021,0.806,1804774.02
POL001594,2023,0.935,3061933.51
POL001594,2024,0.803,3194925.64
POL001595,2022,0.872,1496976.29
POL001595,2023,0.759,1549689.47
POL001595,2024,0.79,1409264.38
POL001596,2020,0.71,9369442.81
POL001596,2021,0.808,8420272.29
POL001597,2021,0.828,867947.16
POL001598,2018,0.791,1580534.39
POL001598,2019,0.776,1615365.31
POL001599,2018,0.904,825887.96
POL001599,2019,0.814,796353.74
POL001599,2020,0.74,782132.59
POL001600,2023,0.652,3021034.73
POL001600,2024,0.929,3147925.61
POL001601,2023,0.608,1078466.94
POL001602,2024,0.831,1400964.48
POL001603,2023,0.963,2569148.17
POL001603,2024,0.72,2583598.75
POL001604,2022,0.717,1912523.88
POL001604,2023,0.632,2052812.39
POL001605,2022,0.841,691673.97
POL001605,2023,0.94,696649.75
POL001606,2024,0.905,897621.85
POL001607,2019,0.757,5912443.36
POL001608,2018,0.814,360030.8
POL001608,2019,0.875,374081.04
POL001609,2018,0.701,255988.73
POL001609,2019,0.715,253155.24
POL001609,2020,0.812,246425.02
POL001610,2024,0.819,4234689.37
POL001611,2024,0.967,2760694.47
POL001612,2023,0.65,656172.83
POL001613,2018,0.624,322937.3
POL001613,2019,0.631,341293.21
POL001613,2020,0.76,304027.82
POL001613,2021,0.897,303541.33
POL001614,2019,0.721,7302200.57
POL001614,2020,0.692,7127130.44
POL001614,2021,0.999,7440873.22
POL001615,2020,0.763,2789711.8
POL001615,2021,0.719,2661757.84
POL001616,2021,0.788,590003.52
POL001616,2022,0.884,579599.93
POL001617,2019,0.81,5100867.43
POL001617,2020,0.684,5044424.34
POL001617,2021,0.848,5416129.21
POL001618,2020,0.68,1893103.59
POL001619,2021,0.818,5883671.76
POL001619,2022,0.876,5878650.32
POL001619,2023,0.896,5498691.76
POL001620,2024,0.935,901157.71
POL001621,2023,0.765,3471852.22
POL001621,2024,0.734,3408204.39
POL001622,2024,0.79,6971218.5
POL001623,2024,0.748,2285600.43
POL001624,2023,0.954,5185785.55
POL001624,2024,0.778,5529920.29
POL001625,2023,0.653,1081734.65
POL001626,2023,0.635,2112536.81
POL001627,2021,0.648,5278506.28
POL001627,2022,0.945,4945262.39
POL001627,2023,0.868,5412933.17
POL001628,2022,0.714,1172621.82
POL001628,2023,0.754,1290366.13
POL001628,2024,0.618,1289440.19
POL001629,2018,0.954,1418102.37
